org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
ASAP,1,0,2,1,0,0,1,1,2,33,0,1,0.0,,0,0,4,1,1,0,2,0,0,0,5.0,4.0,5.0,4.0,6.0,2,3,2,1,1,2,2.0,2.0,Master's,4.0,1.0,7.0,4.0,1.0,3.5,1.0,0
AST SpaceMobile,,,1,,,,0,0,,,,0,,,,,5,1,1,0,0,0,0,0,5.0,6.0,7.0,4.0,6.0,3,10,2,1,1,5,0.0,1.0,Bachelors,0.0,1.0,25.0,5.0,1.0,0.0,0.0,1
ATSP Innovations,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,5,3,2,0,0,1,0.0,3.0,PHD,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0
AUM LifeTech,,,1,,,,1,1,,,,0,,,,,2,1,1,1,0,0,0,1,5.0,5.0,4.0,4.0,6.0,3,3,2,0,0,2,5.0,2.0,Masters,4.0,3.0,10.0,10.0,2.0,3.5,1.0,0
AVATOUR,,,1,,,,1,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,5.0,6.0,5.0,7.0,2,5,1,0,0,1,0.0,2.0,Masters,5.0,2.0,21.0,13.0,1.0,3.6,0.0,0
AVVAY,1,0,3,1,3,0,1,0,0,0,0,0,0.0,,0,0,3,0,2,1,0,0,0,0,7.0,5.0,6.0,7.0,6.0,3,20,5,0,0,4,0.0,1.0,Bachelors,3.0,1.0,3.0,7.0,1.0,3.5,0.0,0
Aatru Medical,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,4.0,5.0,4.0,3.0,5.0,3,4,1,1,0,2,0.0,1.0,Bachelors,3.0,1.0,20.0,44.0,1.0,3.5,0.0,0
AbXcore,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,7.0,8.0,2,3,2,0,0,3,0.0,2.0,Masters,3.0,1.0,19.0,19.0,1.0,3.5,0.0,0
Abalone Bio,,,1,,,,0,0,,,,0,,,,,4,1,0,1,0,1,0,0,5.0,5.0,7.0,6.0,5.0,3,5,2,2,2,2,0.0,3.0,PHD,5.0,0.0,20.0,5.0,1.0,3.5,0.0,0
Abandoned Hard Cider,1,0,2,1,0,0,0,0,2,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,5.0,5.0,6.0,4.0,5.0,3,3,0,2,0,2,0.0,2.0,Bachelors,0.0,0.0,10.5,4.5,1.0,0.0,0.0,0
Abbot's Butcher,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,2,0,0,5.0,5.0,4.0,4.0,5.0,2,10,2,0,1,1,0.0,1.0,Bachelors,5.0,1.0,17.0,5.0,1.0,3.5,0.0,0
Abbott NYC,1,0,2,0,0,0,0,0,2,0,0,1,3.0,Bachelors,0,0,2,0,1,2,0,1,1,0,5.0,4.0,3.0,5.0,4.0,3,5,10,2,0,3,0.0,1.5,JD,4.0,2.0,12.0,8.0,1.0,3.4,0.0,0
Abbys Better,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,4.0,5.0,6.0,4.0,5.0,3,8,1,1,0,5,0.0,1.0,Bachelors,4.0,1.0,5.0,0.0,1.0,3.0,0.0,0
Abcombi Biosciences,,,1,,,,0,0,,,,0,,,,,4,1,1,1,1,0,0,0,5.0,6.0,5.0,4.0,6.0,3,3,1,1,1,2,0.0,3.0,PHD,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0
AbiliLife,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,7.0,6.0,5.0,7.0,3,5,1,0,0,2,0.0,3.0,PHD,3.0,1.0,9.0,7.0,1.0,3.5,0.0,0
Able Device,3,2,2,1,3,2,2,2,0,11,0,2,1.5,Masters,0,0,5,2,2,2,2,0,0,0,3.0,4.0,6.0,5.0,4.0,3,10,27,2,2,2,0.0,2.0,Masters,4.0,1.0,20.0,15.0,1.0,3.4,0.0,0
AbleWatts Inc.,,,1,,,,0,0,,,,0,,,,,2,1,1,0,1,1,0,0,7.0,6.0,5.0,6.0,8.0,3,5,3,0,0,1,0.0,2.0,Masters,4.0,1.0,19.0,15.0,1.0,3.5,0.0,0
Above,,,1,,,,0,0,,,,0,,,,,1,1,0,1,0,0,0,0,5.0,6.0,6.0,3.0,5.0,3,5,3,0,0,2,0.0,2.0,Masters,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0
Absci,,,1,,,,0,0,,,,0,,,,,1,1,0,1,0,0,0,0,5.0,5.0,7.0,6.0,8.0,2,3,1,1,0,2,0.0,2.0,Bachelors,3.0,1.0,12.0,12.0,1.0,0.0,0.0,1
Abside Networks,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,5.0,4.0,5.0,3,4,1,1,1,2,10.0,2.0,Masters,3.0,1.0,17.0,18.0,1.0,3.5,0.0,0
Absorbits,,,1,,,,0,0,,,,0,,,,,3,0,1,1,0,1,0,0,3.0,5.0,4.0,5.0,6.0,2,5,3,1,0,3,0.0,2.0,Masters,3.0,0.0,25.0,10.0,1.0,3.5,0.0,0
Abwiz Bio,1,0,2,2,0,0,0,0,2,0,0,2,0.0,,0,0,4,2,1,0,0,0,0,0,7.0,7.0,8.0,5.0,7.0,3,5,5,0,0,1,0.0,3.0,PHD,3.0,1.0,18.0,10.0,2.0,3.5,0.0,0
Ac2ality,,,1,,,,1,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,5.0,6.0,4.0,6.0,3,5,1,0,0,2,0.0,1.0,Bachelors,3.0,1.0,3.0,5.0,1.0,3.5,0.0,0
AccelOne,0,0,3,0,0,0,1,0,0,0,0,0,0.0,,0,0,2,2,2,0,0,0,0,0,6.0,6.0,5.0,4.0,6.0,3,10,5,2,0,2,0.0,2.0,Masters,1.0,1.0,17.0,22.0,1.3,3.0,0.0,0
Accelerate Wind,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,5.0,5.0,4.0,6.0,3,6,1,0,1,2,0.0,2.0,Masters,0.0,1.0,6.0,8.0,1.0,0.0,0.0,0
Accelevir Diagnostics,,,1,,,,0,0,,,,0,,,,,4,1,1,0,0,0,0,0,5.0,5.0,5.0,5.0,7.0,5,7,3,0,0,1,0.0,3.0,PHD,0.0,2.0,20.0,10.0,1.0,3.5,0.0,0
Accend,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,1,0,5.0,5.0,7.0,6.0,6.0,3,5,2,1,0,2,0.0,2.0,Juris Doctorate,3.0,1.0,10.0,48.0,1.0,3.5,0.0,0
Access Sensor Technologies,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,4.0,4.0,7.0,4,5,2,1,2,2,0.0,2.0,Masters,3.0,1.0,12.0,11.0,1.0,3.5,0.0,0
Access for Life,,,1,,,,1,0,,,,0,,,,,2,1,2,0,0,0,0,0,7.0,6.0,6.0,5.0,7.0,3,20,3,0,0,1,1.0,3.0,MD,3.0,1.0,35.0,53.0,1.0,3.5,0.0,0
Accord,,,1,,,,0,0,,,,0,,,,,3,1,1,1,0,1,0,0,5.0,6.0,7.0,5.0,7.0,3,15,5,1,1,2,0.0,2.0,Masters,4.0,2.0,27.0,9.0,1.0,3.8,0.0,0
Accountingfly,1,0,2,1,5,0,0,0,0,0,0,0,0.0,,0,0,2,0,2,1,1,1,0,0,5.0,5.0,5.0,4.0,6.0,3,50,5,2,0,2,0.0,2.0,Masters,0.0,3.0,14.0,20.0,1.0,0.0,0.0,0
AccuPS,,,1,,,,0,0,,,,0,,,,,2,2,0,0,0,0,0,0,5.0,6.0,6.0,5.0,6.0,3,3,1,1,3,2,0.0,3.0,PHD,0.0,1.0,24.0,19.0,2.0,3.5,0.0,0
Accuitis,1,0,2,0,0,0,0,0,0,0,0,1,0.0,,0,0,4,1,1,2,1,0,0,0,7.0,5.0,6.0,6.0,8.0,2,4,1,1,0,1,0.0,2.0,"MD,PhD",4.0,1.0,25.0,20.0,1.0,3.6,0.0,0
Acculis,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,7.0,6.0,5.0,6.0,3,4,2,1,0,2,0.0,2.0,Graduate Certificate (C.G.S.),0.0,1.0,4.0,3.0,1.0,0.0,0.0,0
Accure Health,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,4.0,6.0,5.0,4.0,6.0,3,10,1,0,2,2,0.0,3.0,PHD,4.0,1.0,16.0,7.0,1.0,3.5,0.0,0
Accuronix Therapeutics,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,5.0,6.0,4.0,5.0,5.0,3,10,2,1,0,1,0.0,3.0,PHD,0.0,1.0,15.0,28.0,1.0,0.0,0.0,0
AcertaPharma,,,1,,,,0,0,,,,0,,,,,4,1,0,0,0,0,0,0,6.0,6.0,8.0,7.0,7.0,3,5,2,1,1,3,0.0,3.0,PHD,0.0,1.0,25.0,25.0,2.0,0.0,0.0,1
Acertiv,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,Bachelors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Achelios Therapeutics,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,7.0,6.0,5.0,4.0,6.0,3,6,3,0,0,1,70.0,3.0,PHD,0.0,1.0,25.0,45.0,1.0,3.5,0.0,0
Achievable,1,1,2,1,0,0,0,0,2,0,0,0,3.0,Bachelors,1,0,3,2,1,0,1,0,0,0,5.0,5.0,4.0,5.0,7.0,2,10,10,1,1,2,0.0,1.0,Bachelors,2.0,0.0,6.0,6.0,1.0,3.5,0.0,0
Achvr,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,7.0,6.0,5.0,6.0,3,5,3,0,0,3,0.0,2.0,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aclim8,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,5.0,6.0,7.0,7.0,3,5,10,0,0,5,0.0,2.0,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Acorns,,,1,,,,1,0,,,,0,,,,,5,1,1,1,1,1,0,0,5.0,7.0,8.0,6.0,7.0,3,10,1,1,1,4,0.0,2.0,PHD,4.0,5.0,20.0,20.0,1.0,3.5,0.0,1
Actijoy,0,0,2,1,0,0,2,0,1,3,0,0,0.0,,0,0,2,0,2,0,0,0,0,0,5.0,5.0,7.0,6.0,7.0,2,3,2,3,0,3,0.0,1.0,Bachelors,4.0,2.0,20.0,7.0,1.0,3.0,0.0,0
Action Behavior Centers,1,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,2,1,0,1,0,0,5.0,6.0,7.0,5.0,6.0,2,5,1,1,1,2,7.5,1.0,Bachelors,2.5,1.0,5.0,4.0,1.0,3.4,0.0,1
Actionable Quality Assurance,,,1,,,,1,1,,,,0,,,,,1,0,1,1,1,1,0,0,5.0,6.0,7.0,5.0,6.0,2,4,1,0,0,2,0.0,2.0,MBA,5.0,2.0,30.0,34.0,1.0,3.5,0.0,0
Actipulse Neuroscience (YC W22),,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,7.0,5.0,3.0,6.0,3,5,1,1,0,2,0.0,2.0,Master,3.0,1.0,11.0,6.0,3.0,0.0,0.0,0
ActivArmor,,,1,,,,1,1,,,,0,,,,,2,2,2,1,1,1,0,0,6.0,6.0,6.0,6.0,7.0,3,5,3,0,2,2,0.0,2.0,MBA,4.0,2.0,24.0,17.0,1.0,3.4,1.0,0
ActivEd,1,0,2,1,0,0,2,0,0,0,0,0,0.0,,0,0,2,0,2,2,2,0,0,0,3.0,5.0,7.0,4.0,5.0,2,5,3,2,0,2,0.0,2.0,Doctoral (PHD),2.0,1.0,15.0,15.0,1.0,0.0,0.0,0
ActivOrtho,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,0,0,5.0,5.0,7.0,4.0,6.0,3,5,0,1,0,2,1.0,3.0,PHD,0.0,2.0,30.0,8.0,1.0,3.8,0.0,0
Activated Research Company,,,1,,,,0,0,,,,0,,,,,3,1,0,1,0,0,0,0,5.0,5.0,7.0,6.0,7.0,2,5,1,0,0,4,0.0,3.0,PHD,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0
"Activation, Inc.",,,1,,,,0,0,,,,0,,,,,1,0,2,0,0,0,0,0,5.0,7.0,6.0,4.0,6.0,3,5,1,1,0,5,0.0,3.0,PHD,4.0,3.0,20.0,4.0,1.0,3.5,0.0,0
Active Energy Systems,1,0,2,1,0,0,0,0,3,0,0,0,1.5,Masters,0,0,4,2,1,0,0,0,0,0,7.0,6.0,5.0,6.0,8.0,3,5,2,0,0,2,0.0,2.0,PHD,4.0,1.0,6.0,6.0,1.0,3.6,0.0,0
Active Layer Parametrics,1,0,2,1,1,0,0,0,0,0,0,0,0.0,,0,0,5,2,0,0,0,0,0,0,7.0,6.0,5.0,4.0,6.0,3,3,1,2,1,2,30.0,3.0,PHD,3.0,3.0,18.0,10.0,2.0,3.5,2.0,0
Active Scaler,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,6.0,7.0,5.0,4.0,6.0,3,5,2,1,1,1,0.0,2.0,Masters,0.0,0.0,20.0,17.0,1.0,0.0,0.0,0
Active Therapy Systems,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,3,5,1,0,0,2,0.0,2.0,Doctoral (PHD),0.0,1.0,5.0,6.0,1.0,0.0,0.0,0
ActiveMEMS,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,5.0,5.0,6.0,3.0,5.0,3,5,2,1,1,1,0.0,3.0,PhD,0.0,1.0,10.0,12.0,1.0,3.5,1.0,0
Activiter,1,0,2,1,2,0,0,0,2,0,0,0,0.0,,0,0,0,1,0,0,0,0,0,0,7.0,7.0,5.0,7.0,7.0,3,6,3,1,0,1,0.0,2.0,Bachelors,3.0,2.0,3.0,3.0,1.0,3.6,0.0,0
ActivityHero,1,0,2,0,0,0,0,1,0,0,0,2,4.0,Bachelors,0,0,3,1,1,1,0,1,0,0,5.0,5.0,4.0,6.0,5.0,3,3,2,0,0,2,0.0,2.0,Masters,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0
Acuity Polymers,0,0,3,2,0,0,0,0,2,0,0,0,0.0,,0,0,2,0,2,0,0,0,0,0,7.0,6.0,6.0,5.0,7.0,2,5,3,0,0,4,0.0,2.0,PHD,0.0,2.0,5.0,7.0,2.0,3.5,0.0,0
Acustom Apparel,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,5.0,5.0,5.0,7.0,5.0,3,10,1,1,0,3,0.0,2.0,Bachelors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AdBm Technologies,,,1,,,,1,0,,,,0,,,,,3,1,1,0,0,0,0,0,5.0,5.0,3.0,4.0,5.0,3,10,2,1,0,1,0.0,3.0,PHD,4.0,2.0,13.0,5.0,1.0,3.5,0.0,0
AdPushup,,,1,,,,0,0,,,,0,,,,,3,1,1,1,0,0,0,0,6.0,5.0,7.0,6.0,7.0,2,15,0,2,0,3,0.0,1.0,Bachelors,4.0,3.0,10.0,9.0,1.0,3.2,0.0,0
AdSparx,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,6.0,4.0,7.0,4,5,1,0,0,1,0.0,2.0,Masters,0.0,1.0,14.0,8.0,1.0,0.0,0.0,0
AdTonik,1,1,2,1,2,0,0,0,0,0,0,0,0.0,,0,0,3,2,1,2,0,1,0,0,7.0,6.0,6.0,7.0,7.0,3,5,3,2,3,2,0.0,2.0,Bachelors,2.0,2.0,7.0,9.0,1.0,3.0,0.0,0
AdaViv,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,1,0,1,0,0,5.0,7.0,6.0,4.0,7.0,2,10,3,0,2,1,2.0,2.0,Masters,0.0,1.0,7.0,5.0,3.0,3.5,0.0,0
Adaptive Sensory Technology,1,0,2,1,1,0,2,2,0,0,0,0,3.0,Doctoral,0,0,2,2,1,0,0,1,0,0,5.0,5.0,3.0,4.0,6.0,3,5,2,0,1,1,1.0,3.0,PHD,3.0,1.0,15.0,12.0,1.0,3.5,0.0,0
Adazza,,,1,,,,0,0,,,,0,,,,,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,3.0,PHD,0.0,1.0,11.0,10.0,0.0,0.0,0.0,0
AddMe,,,1,,,,0,0,,,,0,,,,,4,1,1,1,1,0,0,0,5.0,6.0,7.0,6.0,8.0,2,5,1,1,2,2,0.0,1.0,Bachelors,4.0,0.0,4.0,0.0,1.0,3.5,0.0,0
"Addinex Technologies, Inc.",1,0,2,1,0,0,0,0,2,0,0,0,2.0,Masters,0,0,4,1,1,0,0,1,0,0,5.0,6.0,4.0,5.0,6.0,3,10,2,2,0,2,0.0,2.0,Masters,4.0,1.0,5.0,9.0,1.0,3.5,0.0,0
Addison Bay,,,1,,,,0,0,,,,0,,,,,1,0,1,0,1,0,0,0,5.0,6.0,7.0,5.0,6.0,3,2,1,0,0,2,0.0,1.0,Bachelors,0.0,1.0,6.0,12.0,1.0,0.0,0.0,0
Additor,,,1,,,,0,0,,,,0,,,,,1,2,0,0,0,0,0,0,5.0,5.0,5.0,4.0,5.0,3,10,2,0,2,2,0.0,1.0,Bachelor's,0.0,1.0,6.0,6.0,1.0,3.5,0.0,0
Addmi Inc - Point of Sale and Contactless ordering system,,,1,,,,0,1,,,,0,,,,,2,1,1,1,0,0,0,1,5.0,4.0,6.0,5.0,4.0,3,20,10,1,1,2,0.0,2.0,Bachelors,4.0,1.0,10.0,7.0,1.0,3.5,0.0,0
Addoway,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,5.0,6.0,4.0,7.0,3,5,1,1,0,3,0.0,2.0,Masters,3.0,1.0,20.0,17.0,1.0,0.0,0.0,0
Adelante,1,0,3,2,2,0,0,2,2,0,0,0,0.0,,0,0,3,2,2,1,0,0,0,1,7.0,6.0,6.0,7.0,7.0,3,5,1,0,0,2,0.0,2.0,Masters,3.0,1.0,7.0,6.0,2.0,3.0,0.0,0
Adelja Learning,2,0,2,0,0,0,0,0,0,0,0,1,0.0,,0,0,3,1,1,0,0,0,0,0,5.0,6.0,4.0,3.0,6.0,3,5,1,1,1,2,0.0,2.0,Bachelors,3.0,1.0,11.0,32.0,1.0,3.0,0.0,0
Adeptrix,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,6.0,4.0,5.0,2,1,0,0,0,2,0.0,2.0,PHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ader,1,0,2,0,0,0,1,0,2,0,0,0,0.0,,0,0,2,1,1,0,1,0,0,0,4.0,4.0,5.0,5.0,6.0,2,20,0,1,0,2,0.0,1.0,Bachelors,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0
AdhereTech,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,7.0,6.0,8.0,4.0,7.0,3,25,5,1,1,1,1.0,2.0,Masters,3.0,2.0,13.0,11.0,1.0,3.7,0.0,0
Adhusky,1,0,2,1,1,0,2,0,2,12,0,2,0.0,,0,0,4,2,2,2,1,0,0,0,5.0,5.0,6.0,5.0,6.0,3,5,1,2,2,1,0.0,2.0,Masters,3.0,1.5,10.0,5.0,2.0,3.4,1.0,0
Adipo Therapeutic,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,6.0,7.0,5.0,6.0,3,10,1,0,0,2,3.0,3.0,PHD,0.0,1.0,15.0,13.0,1.0,0.0,0.0,0
Adistry,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,6.0,4.0,7.0,6.0,3,8,2,1,0,2,0.0,2.0,Bachelors,4.0,1.0,10.0,3.0,2.0,3.5,0.0,0
Adjoint,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,1,0,0,5.0,6.0,7.0,3.0,5.0,2,5,1,1,0,2,0.0,1.0,Bachelors,4.0,1.0,8.0,4.0,2.0,3.5,0.0,0
Adla,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,4.0,5.0,3,10,5,0,0,3,0.0,1.0,Bachelors,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0
AdmitSee,,,1,,,,0,1,,,,0,,,,,2,0,0,0,0,0,1,0,5.0,5.0,6.0,5.0,6.0,3,10,2,1,0,2,0.0,3.0,PHD,4.0,1.0,10.0,9.0,1.0,3.5,0.0,0
Adnoviv,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,4.0,5.0,6.0,3,25,2,1,1,1,1.0,3.0,PHD,3.0,1.0,27.0,8.0,2.0,3.5,0.0,0
Adomik,,,1,,,,1,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,6.0,7.0,5.0,6.0,2,5,3,0,1,3,0.0,2.0,Masters,0.0,1.0,16.0,29.0,1.0,0.0,0.0,0
Adomni,0,0,2,1,0,0,1,1,1,0,0,1,0.0,,0,0,3,1,1,1,1,0,0,0,5.0,4.0,6.0,5.0,6.0,3,15,5,2,2,2,0.0,2.0,Masters,0.0,2.0,15.0,10.0,1.0,3.5,0.0,0
Adora Creative,,,1,,,,0,0,,,,0,,,,,1,0,1,1,1,0,0,0,5.0,5.0,6.0,4.0,5.0,3,30,5,1,0,5,0.0,1.0,Bachelors,1.0,1.0,20.0,2.0,1.0,3.5,0.0,0
Adoratherapy,1,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,2,0,1,0,0,0,5.0,5.0,7.0,5.0,6.0,3,10,0,2,0,2,3.0,2.0,Bachelors,0.0,1.0,23.0,14.0,1.0,3.5,0.0,0
Adori Labs,1,1,2,1,4,4,2,1,2,12,0,2,2.0,Masters,0,0,4,2,2,2,0,1,0,0,7.0,7.0,5.0,5.0,6.0,3,5,2,2,0,2,0.0,2.0,Masters,3.0,1.0,19.0,8.0,1.0,3.6,0.0,0
AdrenaCard,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,6.0,7.0,6.0,3,0,0,1,0,2,0.0,2.0,Masters,3.0,0.0,9.0,3.0,1.0,0.0,0.0,0
Adrich,,,1,,,,0,1,,,,0,,,,,2,1,2,1,0,0,0,0,5.0,6.0,6.0,7.0,6.0,3,5,2,0,0,1,0.0,2.0,Masters,3.0,1.0,10.0,1.0,3.0,3.5,0.0,0
Adtoniq,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,6.0,7.0,6.0,7.0,3,20,5,1,1,2,0.0,1.0,Bachelors,4.0,1.0,25.0,6.0,1.0,0.0,0.0,0
Adv3nture,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,5.0,6.0,4.0,6.0,3,3,1,1,0,3,0.0,1.0,Bachelors,0.0,2.0,20.0,29.0,1.0,0.0,0.0,0
Advanced Aerial Services,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,2,3,1,0,0,3,0.0,2.0,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Advanced Remote Sensing,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,5.0,4.0,7.0,3,20,5,1,0,5,0.0,1.0,Bachelors,0.0,1.0,2.0,4.0,1.0,3.0,0.0,0
Advanced Search Laboratories,1,0,2,1,0,0,0,1,2,0,0,2,0.0,,0,0,3,1,2,1,1,1,1,1,5.0,5.0,6.0,5.0,6.0,5,5,3,0,2,2,0.0,2.0,JD,0.0,1.0,17.0,3.0,1.0,3.5,0.0,0
Advanced Silicon Group,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,3,1,1,0,1,15.0,3.0,PHD,0.0,1.0,10.0,0.5,0.0,3.5,0.0,0
Advanta Health Solutions,,,1,,,,1,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,3,5,2,0,0,2,0.0,1.0,Bachelors,3.0,2.0,13.0,8.0,1.0,3.5,0.0,0
Adventus Ventures,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,5.0,6.0,4.0,5.0,3,5,2,1,0,2,0.0,2.0,Masters,0.0,3.0,25.0,41.0,1.0,0.0,0.0,0
AdvisorConnect,,,1,,,,1,0,,,,0,,,,,3,0,1,0,1,0,0,0,5.0,7.0,6.0,5.0,7.0,3,5,0,1,0,2,2.0,2.0,Masters,3.0,1.0,10.0,2.0,1.0,3.5,2.0,0
Advisory Aerospace OSC,,,1,,,,1,0,,,,0,,,,,5,1,1,1,0,1,0,0,7.0,6.0,6.0,5.0,7.0,3,5,1,1,1,2,0.0,3.0,PHD,5.0,1.0,25.0,25.0,1.0,3.5,0.0,0
Adwoa Beauty,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,2,0,0,5.0,6.0,7.0,4.0,6.0,2,5,2,1,0,2,0.0,2.0,Bachelors,0.0,1.0,8.0,8.0,1.0,0.0,0.0,0
Aemass,,,1,,,,0,0,,,,0,,,,,2,1,1,1,1,0,0,0,5.0,7.0,6.0,3.0,7.0,2,3,2,0,1,2,0.0,2.0,Masters,4.0,1.0,10.0,14.0,1.0,3.5,0.0,0
Aemerge,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,1,0,5.0,5.0,4.0,4.0,6.0,3,3,0,0,2,2,0.0,3.0,Doctoral,0.0,4.0,39.0,35.0,3.0,0.0,0.0,0
AerPass,3,0,4,2,1,0,3,1,1,45,0,2,2.5,Masters,3,0,4,3,3,3,2,2,0,2,7.0,6.0,8.0,5.0,7.0,2,5,3,3,2,2,0.0,2.0,Masters,3.0,1.5,20.0,9.0,2.0,3.4,0.0,0
Aero Glass,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,6.0,5.0,7.0,6.0,7.0,3,5,3,1,0,2,0.0,1.0,Bachelors,0.0,1.0,15.0,15.0,1.0,0.0,0.0,0
AeroState,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,5.0,4.0,6.0,3.0,7.0,3,1,0,0,0,5,0.0,3.0,PHD,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Aeromutable,0,0,2,1,0,0,0,0,2,0,0,0,0.0,,0,0,4,2,0,0,0,0,0,0,5.0,5.0,5.0,7.0,5.0,3,10,3,0,2,1,0.0,3.0,PHD,0.0,2.0,2.0,4.0,1.0,3.5,0.0,0
Aeronics,2,0,2,1,0,0,2,1,1,3,0,1,0.0,,0,0,2,1,1,0,1,0,0,0,5.0,4.0,5.0,3.0,5.0,4,2,1,2,1,2,0.0,2.0,Bachelors,1.0,1.0,2.0,6.0,1.0,3.5,0.0,0
